sic,description,as_of_date,value,is_sa,release_as_of_date
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-02-01,5817,1,1999-02-01
53,General merchandise group stores,1998-02-01,28839,1,1999-02-01
541,Grocery stores,1998-02-01,33804,1,1999-02-01
56,Apparel and accessory stores,1998-02-01,10328,1,1999-02-01
58,Eating and drinking places,1998-02-01,20194,1,1999-02-01
591,Drug and proprietary stores,1998-02-01,8545,1,1999-02-01
592,Liquor stores,1998-02-01,2079,1,1999-02-01
5961,Total mail order,1998-02-01,4525,1,1999-02-01
53,General merchandise group stores,1999-02-01,25139,0,1999-02-01
541,Grocery stores,1999-02-01,32188,0,1999-02-01
56,Apparel and accessory stores,1999-02-01,8266,0,1999-02-01
58,Eating and drinking places,1999-02-01,19437,0,1999-02-01
591,Drug and proprietary stores,1999-02-01,8819,0,1999-02-01
553,Auto and home supply stores,1998-02-01,2686,0,1999-02-01
571,Furniture and home furnishings,1998-02-01,5521,0,1999-02-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-02-01,5154,0,1999-02-01
53,General merchandise group stores,1998-02-01,22977,0,1999-02-01
541,Grocery stores,1998-02-01,30491,0,1999-02-01
56,Apparel and accessory stores,1998-02-01,7748,0,1999-02-01
58,Eating and drinking places,1998-02-01,18255,0,1999-02-01
591,Drug and proprietary stores,1998-02-01,8049,0,1999-02-01
592,Liquor stores,1998-02-01,1738,0,1999-02-01
5961,Total mail order,1998-02-01,3724,0,1999-02-01
53,General merchandise group stores,1999-03-01,31546,1,1999-03-01
541,Grocery stores,1999-03-01,35814,1,1999-03-01
56,Apparel and accessory stores,1999-03-01,11094,1,1999-03-01
58,Eating and drinking places,1999-03-01,21536,1,1999-03-01
591,Drug and proprietary stores,1999-03-01,9591,1,1999-03-01
553,Auto and home supply stores,1998-03-01,3184,1,1999-03-01
571,Furniture and home furnishings,1998-03-01,6291,1,1999-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-03-01,5801,1,1999-03-01
53,General merchandise group stores,1998-03-01,28864,1,1999-03-01
541,Grocery stores,1998-03-01,34004,1,1999-03-01
56,Apparel and accessory stores,1998-03-01,10335,1,1999-03-01
58,Eating and drinking places,1998-03-01,20212,1,1999-03-01
591,Drug and proprietary stores,1998-03-01,8548,1,1999-03-01
592,Liquor stores,1998-03-01,2032,1,1999-03-01
5961,Total mail order,1998-03-01,4461,1,1999-03-01
53,General merchandise group stores,1999-03-01,29168,0,1999-03-01
541,Grocery stores,1999-03-01,35635,0,1999-03-01
56,Apparel and accessory stores,1999-03-01,10573,0,1999-03-01
58,Eating and drinking places,1999-03-01,21644,0,1999-03-01
591,Drug and proprietary stores,1999-03-01,9869,0,1999-03-01
553,Auto and home supply stores,1998-03-01,3162,0,1999-03-01
571,Furniture and home furnishings,1998-03-01,6052,0,1999-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-03-01,5488,0,1999-03-01
53,General merchandise group stores,1998-03-01,26027,0,1999-03-01
541,Grocery stores,1998-03-01,33324,0,1999-03-01
56,Apparel and accessory stores,1998-03-01,9327,0,1999-03-01
58,Eating and drinking places,1998-03-01,20293,0,1999-03-01
591,Drug and proprietary stores,1998-03-01,8548,0,1999-03-01
592,Liquor stores,1998-03-01,1859,0,1999-03-01
5961,Total mail order,1998-03-01,4434,0,1999-03-01
53,General merchandise group stores,1999-04-01,31479,1,1999-04-01
541,Grocery stores,1999-04-01,35744,1,1999-04-01
56,Apparel and accessory stores,1999-04-01,11014,1,1999-04-01
58,Eating and drinking places,1999-04-01,21631,1,1999-04-01
591,Drug and proprietary stores,1999-04-01,9693,1,1999-04-01
553,Auto and home supply stores,1998-04-01,3198,1,1999-04-01
571,Furniture and home furnishings,1998-04-01,6284,1,1999-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-04-01,5575,1,1999-04-01
53,General merchandise group stores,1998-04-01,29179,1,1999-04-01
541,Grocery stores,1998-04-01,34224,1,1999-04-01
56,Apparel and accessory stores,1998-04-01,10454,1,1999-04-01
58,Eating and drinking places,1998-04-01,20239,1,1999-04-01
591,Drug and proprietary stores,1998-04-01,8687,1,1999-04-01
592,Liquor stores,1998-04-01,2048,1,1999-04-01
5961,Total mail order,1998-04-01,4501,1,1999-04-01
53,General merchandise group stores,1999-04-01,29204,0,1999-04-01
541,Grocery stores,1999-04-01,35136,0,1999-04-01
56,Apparel and accessory stores,1999-04-01,10474,0,1999-04-01
58,Eating and drinking places,1999-04-01,21761,0,1999-04-01
591,Drug and proprietary stores,1999-04-01,9567,0,1999-04-01
553,Auto and home supply stores,1998-04-01,3265,0,1999-04-01
571,Furniture and home furnishings,1998-04-01,5932,0,1999-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-04-01,5012,0,1999-04-01
53,General merchandise group stores,1998-04-01,27565,0,1999-04-01
541,Grocery stores,1998-04-01,33745,0,1999-04-01
56,Apparel and accessory stores,1998-04-01,10127,0,1999-04-01
58,Eating and drinking places,1998-04-01,20178,0,1999-04-01
591,Drug and proprietary stores,1998-04-01,8670,0,1999-04-01
592,Liquor stores,1998-04-01,1925,0,1999-04-01
5961,Total mail order,1998-04-01,4141,0,1999-04-01
53,General merchandise group stores,1999-05-01,31781,1,1999-05-01
541,Grocery stores,1999-05-01,35884,1,1999-05-01
56,Apparel and accessory stores,1999-05-01,11183,1,1999-05-01
58,Eating and drinking places,1999-05-01,21824,1,1999-05-01
591,Drug and proprietary stores,1999-05-01,9762,1,1999-05-01
553,Auto and home supply stores,1998-05-01,3250,1,1999-05-01
571,Furniture and home furnishings,1998-05-01,6270,1,1999-05-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-05-01,5819,1,1999-05-01
53,General merchandise group stores,1998-05-01,29312,1,1999-05-01
541,Grocery stores,1998-05-01,34430,1,1999-05-01
56,Apparel and accessory stores,1998-05-01,10382,1,1999-05-01
58,Eating and drinking places,1998-05-01,20452,1,1999-05-01
591,Drug and proprietary stores,1998-05-01,8730,1,1999-05-01
592,Liquor stores,1998-05-01,2056,1,1999-05-01
5961,Total mail order,1998-05-01,4671,1,1999-05-01
53,General merchandise group stores,1999-05-01,31761,0,1999-05-01
541,Grocery stores,1999-05-01,36817,0,1999-05-01
56,Apparel and accessory stores,1999-05-01,10937,0,1999-05-01
58,Eating and drinking places,1999-05-01,22893,0,1999-05-01
591,Drug and proprietary stores,1999-05-01,9830,0,1999-05-01
553,Auto and home supply stores,1998-05-01,3344,0,1999-05-01
571,Furniture and home furnishings,1998-05-01,6157,0,1999-05-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-05-01,5260,0,1999-05-01
53,General merchandise group stores,1998-05-01,29373,0,1999-05-01
541,Grocery stores,1998-05-01,35566,0,1999-05-01
56,Apparel and accessory stores,1998-05-01,10152,0,1999-05-01
58,Eating and drinking places,1998-05-01,21700,0,1999-05-01
591,Drug and proprietary stores,1998-05-01,8765,0,1999-05-01
592,Liquor stores,1998-05-01,2097,0,1999-05-01
5961,Total mail order,1998-05-01,4185,0,1999-05-01
53,General merchandise group stores,1999-06-01,31732,1,1999-06-01
541,Grocery stores,1999-06-01,36203,1,1999-06-01
56,Apparel and accessory stores,1999-06-01,11225,1,1999-06-01
58,Eating and drinking places,1999-06-01,21946,1,1999-06-01
591,Drug and proprietary stores,1999-06-01,9874,1,1999-06-01
553,Auto and home supply stores,1998-06-01,3255,1,1999-06-01
571,Furniture and home furnishings,1998-06-01,6289,1,1999-06-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-06-01,5904,1,1999-06-01
53,General merchandise group stores,1998-06-01,29379,1,1999-06-01
541,Grocery stores,1998-06-01,34515,1,1999-06-01
56,Apparel and accessory stores,1998-06-01,10314,1,1999-06-01
58,Eating and drinking places,1998-06-01,20534,1,1999-06-01
591,Drug and proprietary stores,1998-06-01,8736,1,1999-06-01
592,Liquor stores,1998-06-01,2014,1,1999-06-01
5961,Total mail order,1998-06-01,4495,1,1999-06-01
53,General merchandise group stores,1999-06-01,30381,0,1999-06-01
541,Grocery stores,1999-06-01,36058,0,1999-06-01
56,Apparel and accessory stores,1999-06-01,10473,0,1999-06-01
58,Eating and drinking places,1999-06-01,22495,0,1999-06-01
591,Drug and proprietary stores,1999-06-01,9647,0,1999-06-01
553,Auto and home supply stores,1998-06-01,3512,0,1999-06-01
571,Furniture and home furnishings,1998-06-01,6201,0,1999-06-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-06-01,5497,0,1999-06-01
53,General merchandise group stores,1998-06-01,27793,0,1999-06-01
541,Grocery stores,1998-06-01,34239,0,1999-06-01
56,Apparel and accessory stores,1998-06-01,9611,0,1999-06-01
58,Eating and drinking places,1998-06-01,21088,0,1999-06-01
591,Drug and proprietary stores,1998-06-01,8570,0,1999-06-01
592,Liquor stores,1998-06-01,2020,0,1999-06-01
5961,Total mail order,1998-06-01,4014,0,1999-06-01
53,General merchandise group stores,1999-07-01,31878,1,1999-07-01
541,Grocery stores,1999-07-01,36218,1,1999-07-01
56,Apparel and accessory stores,1999-07-01,11364,1,1999-07-01
58,Eating and drinking places,1999-07-01,23535,1,1999-07-01
591,Drug and proprietary stores,1999-07-01,9983,1,1999-07-01
553,Auto and home supply stores,1998-07-01,3099,1,1999-07-01
571,Furniture and home furnishings,1998-07-01,5948,1,1999-07-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-07-01,5754,1,1999-07-01
53,General merchandise group stores,1998-07-01,29159,1,1999-07-01
541,Grocery stores,1998-07-01,34670,1,1999-07-01
56,Apparel and accessory stores,1998-07-01,10711,1,1999-07-01
58,Eating and drinking places,1998-07-01,22099,1,1999-07-01
591,Drug and proprietary stores,1998-07-01,8912,1,1999-07-01
592,Liquor stores,1998-07-01,2058,1,1999-07-01
5961,Total mail order,1998-07-01,6234,1,1999-07-01
53,General merchandise group stores,1999-07-01,29843,0,1999-07-01
541,Grocery stores,1999-07-01,38174,0,1999-07-01
56,Apparel and accessory stores,1999-07-01,10887,0,1999-07-01
58,Eating and drinking places,1999-07-01,25088,0,1999-07-01
591,Drug and proprietary stores,1999-07-01,9773,0,1999-07-01
553,Auto and home supply stores,1998-07-01,3415,0,1999-07-01
571,Furniture and home furnishings,1998-07-01,5978,0,1999-07-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-07-01,5547,0,1999-07-01
53,General merchandise group stores,1998-07-01,27217,0,1999-07-01
541,Grocery stores,1998-07-01,36300,0,1999-07-01
56,Apparel and accessory stores,1998-07-01,10119,0,1999-07-01
58,Eating and drinking places,1998-07-01,23314,0,1999-07-01
591,Drug and proprietary stores,1998-07-01,8743,0,1999-07-01
592,Liquor stores,1998-07-01,2177,0,1999-07-01
5961,Total mail order,1998-07-01,5517,0,1999-07-01
53,General merchandise group stores,1999-08-01,31857,1,1999-08-01
541,Grocery stores,1999-08-01,36417,1,1999-08-01
56,Apparel and accessory stores,1999-08-01,11417,1,1999-08-01
58,Eating and drinking places,1999-08-01,23826,1,1999-08-01
591,Drug and proprietary stores,1999-08-01,9975,1,1999-08-01
553,Auto and home supply stores,1998-08-01,3102,1,1999-08-01
571,Furniture and home furnishings,1998-08-01,5892,1,1999-08-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-08-01,5867,1,1999-08-01
53,General merchandise group stores,1998-08-01,29354,1,1999-08-01
541,Grocery stores,1998-08-01,34907,1,1999-08-01
56,Apparel and accessory stores,1998-08-01,10627,1,1999-08-01
58,Eating and drinking places,1998-08-01,22153,1,1999-08-01
591,Drug and proprietary stores,1998-08-01,9006,1,1999-08-01
592,Liquor stores,1998-08-01,2080,1,1999-08-01
5961,Total mail order,1998-08-01,6243,1,1999-08-01
53,General merchandise group stores,1999-08-01,30862,0,1999-08-01
541,Grocery stores,1999-08-01,36490,0,1999-08-01
56,Apparel and accessory stores,1999-08-01,12011,0,1999-08-01
58,Eating and drinking places,1999-08-01,25089,0,1999-08-01
591,Drug and proprietary stores,1999-08-01,9646,0,1999-08-01
553,Auto and home supply stores,1998-08-01,3285,0,1999-08-01
571,Furniture and home furnishings,1998-08-01,5992,0,1999-08-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-08-01,5844,0,1999-08-01
53,General merchandise group stores,1998-08-01,28903,0,1999-08-01
541,Grocery stores,1998-08-01,35396,0,1999-08-01
56,Apparel and accessory stores,1998-08-01,11423,0,1999-08-01
58,Eating and drinking places,1998-08-01,23460,0,1999-08-01
591,Drug and proprietary stores,1998-08-01,8718,0,1999-08-01
592,Liquor stores,1998-08-01,2092,0,1999-08-01
5961,Total mail order,1998-08-01,5438,0,1999-08-01
53,General merchandise group stores,1999-09-01,32274,1,1999-09-01
541,Grocery stores,1999-09-01,36793,1,1999-09-01
56,Apparel and accessory stores,1999-09-01,11318,1,1999-09-01
58,Eating and drinking places,1999-09-01,23932,1,1999-09-01
591,Drug and proprietary stores,1999-09-01,10054,1,1999-09-01
553,Auto and home supply stores,1998-09-01,3086,1,1999-09-01
571,Furniture and home furnishings,1998-09-01,5949,1,1999-09-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-09-01,5820,1,1999-09-01
53,General merchandise group stores,1998-09-01,29508,1,1999-09-01
541,Grocery stores,1998-09-01,34702,1,1999-09-01
56,Apparel and accessory stores,1998-09-01,10341,1,1999-09-01
58,Eating and drinking places,1998-09-01,22381,1,1999-09-01
591,Drug and proprietary stores,1998-09-01,9025,1,1999-09-01
592,Liquor stores,1998-09-01,2117,1,1999-09-01
5961,Total mail order,1998-09-01,6223,1,1999-09-01
53,General merchandise group stores,1999-09-01,29409,0,1999-09-01
541,Grocery stores,1999-09-01,36499,0,1999-09-01
56,Apparel and accessory stores,1999-09-01,10797,0,1999-09-01
58,Eating and drinking places,1999-09-01,23549,0,1999-09-01
591,Drug and proprietary stores,1999-09-01,9561,0,1999-09-01
553,Auto and home supply stores,1998-09-01,3157,0,1999-09-01
571,Furniture and home furnishings,1998-09-01,5800,0,1999-09-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-09-01,5465,0,1999-09-01
53,General merchandise group stores,1998-09-01,26500,0,1999-09-01
541,Grocery stores,1998-09-01,34077,0,1999-09-01
56,Apparel and accessory stores,1998-09-01,9778,0,1999-09-01
58,Eating and drinking places,1998-09-01,21978,0,1999-09-01
591,Drug and proprietary stores,1998-09-01,8556,0,1999-09-01
592,Liquor stores,1998-09-01,2011,0,1999-09-01
5961,Total mail order,1998-09-01,6086,0,1999-09-01
53,General merchandise group stores,1999-10-01,32140,1,1999-10-01
541,Grocery stores,1999-10-01,37023,1,1999-10-01
56,Apparel and accessory stores,1999-10-01,11375,1,1999-10-01
58,Eating and drinking places,1999-10-01,24034,1,1999-10-01
591,Drug and proprietary stores,1999-10-01,10200,1,1999-10-01
553,Auto and home supply stores,1998-10-01,3130,1,1999-10-01
571,Furniture and home furnishings,1998-10-01,6007,1,1999-10-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-10-01,5805,1,1999-10-01
53,General merchandise group stores,1998-10-01,29779,1,1999-10-01
541,Grocery stores,1998-10-01,34893,1,1999-10-01
56,Apparel and accessory stores,1998-10-01,10595,1,1999-10-01
58,Eating and drinking places,1998-10-01,22704,1,1999-10-01
591,Drug and proprietary stores,1998-10-01,9106,1,1999-10-01
592,Liquor stores,1998-10-01,2123,1,1999-10-01
5961,Total mail order,1998-10-01,6225,1,1999-10-01
53,General merchandise group stores,1999-10-01,31213,0,1999-10-01
541,Grocery stores,1999-10-01,37097,0,1999-10-01
56,Apparel and accessory stores,1999-10-01,11307,0,1999-10-01
58,Eating and drinking places,1999-10-01,24611,0,1999-10-01
591,Drug and proprietary stores,1999-10-01,9965,0,1999-10-01
553,Auto and home supply stores,1998-10-01,3337,0,1999-10-01
571,Furniture and home furnishings,1998-10-01,6145,0,1999-10-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-10-01,5503,0,1999-10-01
53,General merchandise group stores,1998-10-01,29271,0,1999-10-01
541,Grocery stores,1998-10-01,35416,0,1999-10-01
56,Apparel and accessory stores,1998-10-01,10816,0,1999-10-01
58,Eating and drinking places,1998-10-01,23385,0,1999-10-01
591,Drug and proprietary stores,1998-10-01,9033,0,1999-10-01
592,Liquor stores,1998-10-01,2148,0,1999-10-01
5961,Total mail order,1998-10-01,6835,0,1999-10-01
53,General merchandise group stores,1999-11-01,32373,1,1999-11-01
541,Grocery stores,1999-11-01,37034,1,1999-11-01
56,Apparel and accessory stores,1999-11-01,11392,1,1999-11-01
58,Eating and drinking places,1999-11-01,24741,1,1999-11-01
591,Drug and proprietary stores,1999-11-01,10033,1,1999-11-01
553,Auto and home supply stores,1998-11-01,3113,1,1999-11-01
571,Furniture and home furnishings,1998-11-01,6049,1,1999-11-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-11-01,5905,1,1999-11-01
53,General merchandise group stores,1998-11-01,30178,1,1999-11-01
541,Grocery stores,1998-11-01,35133,1,1999-11-01
56,Apparel and accessory stores,1998-11-01,10709,1,1999-11-01
58,Eating and drinking places,1998-11-01,22983,1,1999-11-01
591,Drug and proprietary stores,1998-11-01,9251,1,1999-11-01
592,Liquor stores,1998-11-01,2166,1,1999-11-01
5961,Total mail order,1998-11-01,6230,1,1999-11-01
53,General merchandise group stores,1999-11-01,36953,0,1999-11-01
541,Grocery stores,1999-11-01,36478,0,1999-11-01
56,Apparel and accessory stores,1999-11-01,12634,0,1999-11-01
58,Eating and drinking places,1999-11-01,23504,0,1999-11-01
591,Drug and proprietary stores,1999-11-01,9822,0,1999-11-01
553,Auto and home supply stores,1998-11-01,2988,0,1999-11-01
571,Furniture and home furnishings,1998-11-01,6618,0,1999-11-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-11-01,6354,0,1999-11-01
53,General merchandise group stores,1998-11-01,34787,0,1999-11-01
541,Grocery stores,1998-11-01,34501,0,1999-11-01
56,Apparel and accessory stores,1998-11-01,11870,0,1999-11-01
58,Eating and drinking places,1998-11-01,21742,0,1999-11-01
591,Drug and proprietary stores,1998-11-01,8936,0,1999-11-01
592,Liquor stores,1998-11-01,2149,0,1999-11-01
5961,Total mail order,1998-11-01,7551,0,1999-11-01
53,General merchandise group stores,1999-12-01,32516,1,1999-12-01
541,Grocery stores,1999-12-01,37903,1,1999-12-01
56,Apparel and accessory stores,1999-12-01,11225,1,1999-12-01
58,Eating and drinking places,1999-12-01,24755,1,1999-12-01
591,Drug and proprietary stores,1999-12-01,10331,1,1999-12-01
553,Auto and home supply stores,1998-12-01,3167,1,1999-12-01
571,Furniture and home furnishings,1998-12-01,6151,1,1999-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-12-01,5970,1,1999-12-01
53,General merchandise group stores,1998-12-01,30152,1,1999-12-01
541,Grocery stores,1998-12-01,35403,1,1999-12-01
56,Apparel and accessory stores,1998-12-01,10723,1,1999-12-01
58,Eating and drinking places,1998-12-01,23164,1,1999-12-01
591,Drug and proprietary stores,1998-12-01,9246,1,1999-12-01
592,Liquor stores,1998-12-01,2233,1,1999-12-01
5961,Total mail order,1998-12-01,6294,1,1999-12-01
53,General merchandise group stores,1999-12-01,54060,0,1999-12-01
541,Grocery stores,1999-12-01,41163,0,1999-12-01
56,Apparel and accessory stores,1999-12-01,18095,0,1999-12-01
58,Eating and drinking places,1999-12-01,24829,0,1999-12-01
591,Drug and proprietary stores,1999-12-01,12583,0,1999-12-01
553,Auto and home supply stores,1998-12-01,2996,0,1999-12-01
571,Furniture and home furnishings,1998-12-01,7516,0,1999-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-12-01,9158,0,1999-12-01
53,General merchandise group stores,1998-12-01,49791,0,1999-12-01
541,Grocery stores,1998-12-01,38129,0,1999-12-01
56,Apparel and accessory stores,1998-12-01,17154,0,1999-12-01
58,Eating and drinking places,1998-12-01,23095,0,1999-12-01
591,Drug and proprietary stores,1998-12-01,11234,0,1999-12-01
592,Liquor stores,1998-12-01,3037,0,1999-12-01
5961,Total mail order,1998-12-01,9101,0,1999-12-01
53,General merchandise group stores,2000-01-01,32984,1,2000-01-01
541,Grocery stores,2000-01-01,37508,1,2000-01-01
56,Apparel and accessory stores,2000-01-01,11264,1,2000-01-01
58,Eating and drinking places,2000-01-01,24742,1,2000-01-01
591,Drug and proprietary stores,2000-01-01,10254,1,2000-01-01
553,Auto and home supply stores,1999-01-01,3214,1,2000-01-01
571,Furniture and home furnishings,1999-01-01,6050,1,2000-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-01-01,6082,1,2000-01-01
53,General merchandise group stores,1999-01-01,30920,1,2000-01-01
541,Grocery stores,1999-01-01,35455,1,2000-01-01
56,Apparel and accessory stores,1999-01-01,11104,1,2000-01-01
58,Eating and drinking places,1999-01-01,23021,1,2000-01-01
591,Drug and proprietary stores,1999-01-01,9448,1,2000-01-01
592,Liquor stores,1999-01-01,2163,1,2000-01-01
5961,Total mail order,1999-01-01,6557,1,2000-01-01
53,General merchandise group stores,2000-01-01,25812,0,2000-01-01
541,Grocery stores,2000-01-01,36383,0,2000-01-01
56,Apparel and accessory stores,2000-01-01,8200,0,2000-01-01
58,Eating and drinking places,2000-01-01,22540,0,2000-01-01
591,Drug and proprietary stores,2000-01-01,9967,0,2000-01-01
553,Auto and home supply stores,1999-01-01,2751,0,2000-01-01
571,Furniture and home furnishings,1999-01-01,5415,0,2000-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-01-01,5833,0,2000-01-01
53,General merchandise group stores,1999-01-01,24132,0,2000-01-01
541,Grocery stores,1999-01-01,34640,0,2000-01-01
56,Apparel and accessory stores,1999-01-01,8034,0,2000-01-01
58,Eating and drinking places,1999-01-01,21225,0,2000-01-01
591,Drug and proprietary stores,1999-01-01,9174,0,2000-01-01
592,Liquor stores,1999-01-01,1897,0,2000-01-01
5961,Total mail order,1999-01-01,5882,0,2000-01-01
53,General merchandise group stores,2000-02-01,33201,1,2000-02-01
541,Grocery stores,2000-02-01,37265,1,2000-02-01
56,Apparel and accessory stores,2000-02-01,11406,1,2000-02-01
58,Eating and drinking places,2000-02-01,25073,1,2000-02-01
591,Drug and proprietary stores,2000-02-01,10189,1,2000-02-01
553,Auto and home supply stores,1999-02-01,3199,1,2000-02-01
571,Furniture and home furnishings,1999-02-01,6206,1,2000-02-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-02-01,6065,1,2000-02-01
53,General merchandise group stores,1999-02-01,31077,1,2000-02-01
541,Grocery stores,1999-02-01,35804,1,2000-02-01
56,Apparel and accessory stores,1999-02-01,11147,1,2000-02-01
58,Eating and drinking places,1999-02-01,23288,1,2000-02-01
591,Drug and proprietary stores,1999-02-01,9599,1,2000-02-01
592,Liquor stores,1999-02-01,2200,1,2000-02-01
5961,Total mail order,1999-02-01,6767,1,2000-02-01
53,General merchandise group stores,2000-02-01,27509,0,2000-02-01
541,Grocery stores,2000-02-01,34619,0,2000-02-01
56,Apparel and accessory stores,2000-02-01,8897,0,2000-02-01
58,Eating and drinking places,2000-02-01,23619,0,2000-02-01
591,Drug and proprietary stores,2000-02-01,9985,0,2000-02-01
553,Auto and home supply stores,1999-02-01,2700,0,2000-02-01
571,Furniture and home furnishings,1999-02-01,5461,0,2000-02-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-02-01,5410,0,2000-02-01
53,General merchandise group stores,1999-02-01,25028,0,2000-02-01
541,Grocery stores,1999-02-01,32331,0,2000-02-01
56,Apparel and accessory stores,1999-02-01,8449,0,2000-02-01
58,Eating and drinking places,1999-02-01,21169,0,2000-02-01
591,Drug and proprietary stores,1999-02-01,9081,0,2000-02-01
592,Liquor stores,1999-02-01,1848,0,2000-02-01
5961,Total mail order,1999-02-01,5779,0,2000-02-01
53,General merchandise group stores,2000-03-01,33364,1,2000-03-01
541,Grocery stores,2000-03-01,37587,1,2000-03-01
56,Apparel and accessory stores,2000-03-01,11980,1,2000-03-01
58,Eating and drinking places,2000-03-01,25697,1,2000-03-01
591,Drug and proprietary stores,2000-03-01,10366,1,2000-03-01
553,Auto and home supply stores,1999-03-01,3195,1,2000-03-01
571,Furniture and home furnishings,1999-03-01,6242,1,2000-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-03-01,6131,1,2000-03-01
53,General merchandise group stores,1999-03-01,31365,1,2000-03-01
541,Grocery stores,1999-03-01,35901,1,2000-03-01
56,Apparel and accessory stores,1999-03-01,11154,1,2000-03-01
58,Eating and drinking places,1999-03-01,23213,1,2000-03-01
591,Drug and proprietary stores,1999-03-01,9672,1,2000-03-01
592,Liquor stores,1999-03-01,2191,1,2000-03-01
5961,Total mail order,1999-03-01,6694,1,2000-03-01
53,General merchandise group stores,2000-03-01,31377,0,2000-03-01
541,Grocery stores,2000-03-01,37775,0,2000-03-01
56,Apparel and accessory stores,2000-03-01,11333,0,2000-03-01
58,Eating and drinking places,2000-03-01,26108,0,2000-03-01
591,Drug and proprietary stores,2000-03-01,10594,0,2000-03-01
553,Auto and home supply stores,1999-03-01,3249,0,2000-03-01
571,Furniture and home furnishings,1999-03-01,6155,0,2000-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-03-01,5886,0,2000-03-01
53,General merchandise group stores,1999-03-01,29160,0,2000-03-01
541,Grocery stores,1999-03-01,35686,0,2000-03-01
56,Apparel and accessory stores,1999-03-01,10587,0,2000-03-01
58,Eating and drinking places,1999-03-01,23329,0,2000-03-01
591,Drug and proprietary stores,1999-03-01,9982,0,2000-03-01
592,Liquor stores,1999-03-01,2040,0,2000-03-01
5961,Total mail order,1999-03-01,6888,0,2000-03-01
53,General merchandise group stores,2000-04-01,33317,1,2000-04-01
541,Grocery stores,2000-04-01,37763,1,2000-04-01
56,Apparel and accessory stores,2000-04-01,11761,1,2000-04-01
58,Eating and drinking places,2000-04-01,24859,1,2000-04-01
591,Drug and proprietary stores,2000-04-01,10667,1,2000-04-01
553,Auto and home supply stores,1999-04-01,3318,1,2000-04-01
571,Furniture and home furnishings,1999-04-01,6238,1,2000-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-04-01,5771,1,2000-04-01
53,General merchandise group stores,1999-04-01,31007,1,2000-04-01
541,Grocery stores,1999-04-01,35519,1,2000-04-01
56,Apparel and accessory stores,1999-04-01,11233,1,2000-04-01
58,Eating and drinking places,1999-04-01,23141,1,2000-04-01
591,Drug and proprietary stores,1999-04-01,9892,1,2000-04-01
592,Liquor stores,1999-04-01,2275,1,2000-04-01
5961,Total mail order,1999-04-01,7064,1,2000-04-01
53,General merchandise group stores,2000-04-01,31638,0,2000-04-01
541,Grocery stores,2000-04-01,37234,0,2000-04-01
56,Apparel and accessory stores,2000-04-01,11655,0,2000-04-01
58,Eating and drinking places,2000-04-01,24958,0,2000-04-01
591,Drug and proprietary stores,2000-04-01,10528,0,2000-04-01
553,Auto and home supply stores,1999-04-01,3398,0,2000-04-01
571,Furniture and home furnishings,1999-04-01,5901,0,2000-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1999-04-01,5136,0,2000-04-01
53,General merchandise group stores,1999-04-01,28840,0,2000-04-01
541,Grocery stores,1999-04-01,34844,0,2000-04-01
56,Apparel and accessory stores,1999-04-01,10842,0,2000-04-01
58,Eating and drinking places,1999-04-01,23372,0,2000-04-01
591,Drug and proprietary stores,1999-04-01,9813,0,2000-04-01
592,Liquor stores,1999-04-01,2186,0,2000-04-01
5961,Total mail order,1999-04-01,6725,0,2000-04-01
53,General merchandise group stores,2000-05-01,33708,1,2000-05-01
541,Grocery stores,2000-05-01,37900,1,2000-05-01
56,Apparel and accessory stores,2000-05-01,11860,1,2000-05-01
58,Eating and drinking places,2000-05-01,25190,1,2000-05-01
